ALTERNATIVEACC	GI	PRIMARYACC	TAXID
NP_001307116.1	994306780	Sl_GT5_S92	4081
NP_001312061.1	1027854649	NP_001312061.1	4097
NP_001312409.1	1027859153	NP_001312409.1	4097
NP_001312532.1	1027858455	Nt_UGT1_S2	4097
NP_001312643.1	1027854466	NP_001312643.1	4097
NP_001312868.1	1027853464	NP_001312868.1	4097
NP_001313106.1	1027858491	NP_001313106.1	4097
NP_001314500.1	1031985090	NP_001314500.1	3635
NP_001316756.1	1048561305	NP_001316756.1	3914
NP_001316766.1	1048561777	NP_001316766.1	3914
NP_001322549.1	1063679209	NP_001322549.1	3702
NP_001335896.1	1149539339	NP_001335896.1	4577
NP_001348277.1	1371542447	NP_001348277.1	4081
NP_001351694.1	1418360210	NP_001351694.1	3827
NP_001353995.1	1510189059	NP_001353995.1	3847
NP_171649.1	15223396	At_72B3_S42	3702
NP_173820.1	15221668	UGT74B1_S187	3702
NP_192016.1	15234056	At_72B1_S3	3702
NP_195395.4	240256202	NP_195395.4	3702
NP_198003.1	15240305	At_72E3_S38	3702
NP_201470.1	15240051	At_72E2_S4	3702
NP_566938.1	18409172	NP_566938.1	3702
O23205.3	334351213	NP_195395.4	3702
O48676.1	75277923	UGT74B1_S187	3702
O81498.1	75278971	At_72E3_S38	3702
OAO92846.1	1032278518	At_72E3_S38	3702
OAO95244.1	1032280916	OAO95244.1	3702
OAO96651.1	1032282324	OAO96651.1	3702
OAP00532.1	1032286204	OAP00532.1	3702
OAP04815.1	1032290488	OAP04815.1	3702
OAP17404.1	1032303079	OAP17404.1	3702
OAP18511.1	1032304186	UGT74B1_S187	3702
OAY23754.1	1035894150	XP_021600313.1	3983
OAY28839.1	1035899238	XP_021593604.1	3983
OAY30317.1	1035900717	XP_021592725.1	3983
OAY32933.1	1035903334	XP_021632536.1	3983
OAY32934.1	1035903335	XP_021631998.1	3983
OAY33403.1	1035903804	XP_021633642.1	3983
OAY33931.1	1035904332	XP_021632249.1	3983
OAY35809.1	1035906211	XP_021630829.1	3983
OAY35818.1	1035906220	XP_021629846.1	3983
OAY39915.1	1035910320	XP_021625784.1	3983
OAY45119.1	1035915527	XP_021617385.1	3983
OAY45122.1	1035915530	XP_021617385.1	3983
OAY45582.1	1035915990	XP_021619010.1	3983
OAY45613.1	1035916021	XP_021618169.1	3983
OAY47730.1	1035918139	OAY47730.1	3983
OAY49044.1	1035919454	XP_021612299.1	3983
OAY49876.1	1035920286	XP_021612011.1	3983
OAY59640.1	1035930054	XP_021630615.1	3983
OAY61532.1	1035931946	XP_021629927.1	3983
OAY62183.1	1035932597	XP_021612048.1	3983
OAY71013.1	1035946749	XP_020097900.1	4615
OAY72348.1	1035948616	OAY72348.1	4615
OAY72350.1	1035948618	OAY72350.1	4615
OAY72603.1	1035948973	OAY72603.1	4615
OAY74261.1	1035951593	OAY74261.1	4615
OAY76889.1	1035955004	OAY76889.1	4615
OAY77464.1	1035955713	XP_020099108.1	4615
OAY77465.1	1035955714	OAY77465.1	4615
OAY80539.1	1035959477	OAY80539.1	4615
OAY83401.1	1035962838	OAY83401.1	4615
OEL15389.1	1070896394	OEL15389.1	888268
OEL17382.1	1070916360	OEL17382.1	888268
OEL17476.1	1070916720	OEL17476.1	888268
OEL21453.1	1070935196	OEL21453.1	888268
OEL21584.1	1070935544	OEL21584.1	888268
OEL25784.1	1070951047	OEL25784.1	888268
OEL28047.1	1070958972	OEL28047.1	888268
OEL28772.1	1070961587	OEL28772.1	888268
OEL35176.1	1070984035	OEL35176.1	888268
OEL37933.1	1070996246	OEL37933.1	888268
OIS96295.1	1102139881	XP_019239435.1	49451
OIS96301.1	1102139887	XP_019257343.1	49451
OIT00400.1	1102144047	XP_019249734.1	49451
OIT04624.1	1102148334	XP_019244683.1	49451
OIT18741.1	1102228166	XP_019260769.1	49451
OIT21022.1	1102270061	XP_019239435.1	49451
OIT21488.1	1102270895	XP_019238796.1	49451
OIT27039.1	1102278588	XP_019233977.1	49451
OIT27167.1	1102278770	XP_019233766.1	49451
OIT28298.1	1102280298	XP_019232058.1	49451
OIT29409.1	1102281724	XP_019230479.1	49451
OIT30616.1	1102283256	XP_019228618.1	49451
OIT32502.1	1102285562	XP_019225688.1	49451
OIT32503.1	1102285563	XP_019225689.1	49451
OIT36367.1	1102290035	XP_019264513.1	49451
OIT38932.1	1102292882	XP_019260769.1	49451
OIT38933.1	1102292883	XP_019260770.1	49451
OIT39895.1	1102293933	XP_019259374.1	49451
OIV92721.1	1102693164	XP_019423461.1	3871
OIV93093.1	1102693539	XP_019420353.1	3871
OIV93991.1	1102694471	XP_019420353.1	3871
OIV96631.1	1102697172	XP_019416586.1	3871
OIW02320.1	1102703292	XP_019459062.1	3871
OIW04631.1	1102705651	XP_019455725.1	3871
OIW06384.1	1102707471	XP_019453274.1	3871
OIW10048.1	1102711266	XP_019446273.1	3871
OIW13577.1	1102714900	XP_019440430.1	3871
OIW20134.1	1102721636	XP_019430445.1	3871
OIW20262.1	1102721764	XP_019430687.1	3871
OIW20264.1	1102721766	XP_019430688.1	3871
OIW21362.1	1102722877	XP_019432845.1	3871
OMO50756.1	1137170890	OMO50756.1	93759
OMO51300.1	1137171810	OMO51300.1	210143
OMO64333.1	1137191139	OMO64333.1	210143
OMO66939.1	1137194378	OMO66939.1	93759
OMO69029.1	1137197214	OMO69029.1	210143
OMO79697.1	1137211429	OMO79697.1	210143
OMO79698.1	1137211430	OMO79698.1	210143
OMO79739.1	1137211475	OMO79739.1	210143
OMO84288.1	1137217301	OMO84288.1	93759
OMP02956.1	1137242847	OMP02956.1	93759
OMP05792.1	1137247348	OMP05792.1	210143
ONH89463.1	1139753560	XP_007221237.1	3760
ONH89464.1	1139753574	XP_020409538.1	3760
ONH90607.1	1139755150	XP_007199429.1	3760
ONH92035.1	1139756578	XP_007199830.1	3760
ONH92036.1	1139756579	XP_020425657.1	3760
ONH92638.1	1139757181	ONH92638.1	3760
ONH92639.1	1139757182	ONH92639.1	3760
ONH92640.1	1139757183	XP_007201692.1	3760
ONH92641.1	1139757184	XP_007199115.1	3760
ONI02306.1	1139767543	XP_020420894.1	3760
ONI02307.1	1139767544	XP_020421825.1	3760
ONI02309.1	1139767546	XP_007208223.1	3760
ONI02311.1	1139767548	XP_007207648.1	3760
ONI02314.1	1139767551	XP_007207189.1	3760
ONI02636.1	1139767873	XP_007206411.2	3760
ONI07379.1	1139772907	XP_007210088.2	3760
ONI07380.1	1139772908	XP_007208773.1	3760
ONI08439.1	1139773967	XP_007210590.1	3760
ONI23368.1	1139789941	XP_007219620.1	3760
ONI23369.1	1139789942	XP_020413344.1	3760
ONI25431.1	1139792004	XP_007217946.1	3760
ONI30582.1	1139797964	ONI30582.1	3760
ONI30583.1	1139797965	XP_007224980.1	3760
ONI30679.1	1139798061	XP_020418903.1	3760
ONI35164.1	1139802546	XP_007222427.1	3760
ONI35165.1	1139802547	PpUGT85A2_S174	3760
ONI35166.1	1139802548	XP_007225655.1	3760
ONI35167.1	1139802549	XP_007224375.1	3760
ONI35168.1	1139802550	XP_007222664.1	3760
ONI35169.1	1139802551	XP_007222658.1	3760
ONI35170.1	1139802552	XP_007224069.1	3760
ONI35171.1	1139802553	XP_007222804.1	3760
ONI35172.1	1139802554	ONI35172.1	3760
ONI35173.1	1139802555	ONI35173.1	3760
ONI35174.1	1139802556	XP_007227225.1	3760
ONK80057.1	1141999241	XP_020244370.1	4686
ONM26945.1	1142667623	Zm_72068_S106	4577
ONM38938.1	1142680895	Zm_51683_S99	4577
OQU76647.1	1174548296	XP_002438627.1	4558
OQU77629.1	1174549460	OQU77629.1	4558
OTF87454.1	1191635311	XP_022020628.1	4232
OTF87455.1	1191635312	OTF87455.1	4232
OTF87456.1	1191635313	XP_022025130.1	4232
OTF94851.1	1191642877	XP_022011687.1	4232
OTF98741.1	1191646768	OTF98741.1	4232
OTF98742.1	1191646769	XP_022005427.1	4232
OTG01301.1	1191649328	XP_022000845.1	4232
OTG01306.1	1191649333	XP_022000849.1	4232
OTG03370.1	1191651397	XP_022002714.1	4232
OTG06713.1	1191654742	XP_021992404.1	4232
OTG09232.1	1191657261	XP_021994688.1	4232
OTG09656.1	1191657686	OTG09656.1	4232
OTG12201.1	1191660231	OTG12201.1	4232
OTG20252.1	1191668285	OTG20252.1	4232
OTG21064.1	1191669097	XP_021973676.1	4232
OTG22338.1	1191670372	XP_021969657.1	4232
OTG25617.1	1191673652	XP_022038601.1	4232
OTG26667.1	1191674702	XP_022039666.1	4232
OTG26690.1	1191674725	XP_022039676.1	4232
OTG26696.1	1191674731	XP_022039679.1	4232
OTG26698.1	1191674733	XP_022039681.1	4232
OTG29316.1	1191677352	XP_022035740.1	4232
OTG29317.1	1191677353	XP_022035741.1	4232
OUZ99623.1	1201296583	OUZ99623.1	56857
OVA00841.1	1201297906	OVA00841.1	56857
OVA00842.1	1201297907	OVA00842.1	56857
OVA01929.1	1201299245	OVA01929.1	56857
OVA02986.1	1201300400	OVA02986.1	56857
OVA11044.1	1201310664	OVA11044.1	56857
OVA14384.1	1201314685	OVA14384.1	56857
OVA15877.1	1201316500	OVA15877.1	56857
OVA18812.1	1201319750	OVA18812.1	56857
OVA18916.1	1201319919	OVA18916.1	56857
OVA19028.1	1201320073	OVA19028.1	56857
OVA19029.1	1201320074	OVA19029.1	56857
OWM63607.1	1208501451	XP_031383301.1	22663
OWM65641.1	1208504255	XP_031385836.1	22663
OWM66358.1	1208505038	OWM66358.1	22663
OWM68669.1	1208508673	XP_031374946.1	22663
OWM73205.1	1208515461	XP_031391753.1	22663
OWM74515.1	1208517329	XP_031401902.1	22663
OWM77676.1	1208522960	XP_031398098.1	22663
OWM79597.1	1208525175	OWM79597.1	22663
OWM79598.1	1208525176	OWM79598.1	22663
OWM79599.1	1208525177	OWM79599.1	22663
OWM79600.1	1208525178	XP_031390684.1	22663
OWM79601.1	1208525179	OWM79601.1	22663
OWM79602.1	1208525180	XP_031390683.1	22663
OWM79962.1	1208525695	OWM79962.1	22663
OWM79963.1	1208525696	XP_031394208.1	22663
OWM79965.1	1208525698	XP_031394205.1	22663
OWM79967.1	1208525700	XP_031390305.1	22663
OWM79968.1	1208525701	XP_031390395.1	22663
OWM83706.1	1208530757	XP_031390102.1	22663
OWM84610.1	1208532649	XP_031400267.1	22663
OWM85534.1	1208533772	OWM85534.1	22663
OWM87743.1	1208536983	OWM87743.1	22663
OWM90472.1	1208540393	XP_031374949.1	22663
PAN04942.1	1238282309	XP_025797192.1	206008
PAN11966.1	1238289333	XP_025799731.1	206008
PAN28646.1	1238306013	XP_025818663.1	206008
PAN28647.1	1238306014	XP_025814170.1	206008
PAN28673.2	1385047103	XP_025814400.1	206008
PAN29039.2	1385047222	XP_025814034.1	206008
PAN29645.1	1238307012	XP_025814035.1	206008
PAN41976.1	1238319343	XP_025828666.1	206008
PAN43254.1	1238320621	XP_025827999.1	206008
PAN49734.1	1238327101	XP_025796746.1	206008
PHU20384.1	1271205183	PHU20384.1	80379
PIA29593.1	1273147829	PIA29593.1	218851
PIA31353.1	1273149597	PIA31353.1	218851
PIA35640.1	1273153899	PIA35640.1	218851
PIA49078.1	1273167359	PIA49078.1	218851
PIA49079.1	1273167360	PIA49079.1	218851
PIA49081.1	1273167362	PIA49081.1	218851
PIA50732.1	1273169014	PIA50732.1	218851
PIA52099.1	1273170383	PIA52099.1	218851
PIA52100.1	1273170384	PIA52100.1	218851
PIA52862.1	1273171146	PIA52862.1	218851
PIA52863.1	1273171147	PIA52863.1	218851
PIA52864.1	1273171148	PIA52864.1	218851
PIA52865.1	1273171149	PIA52865.1	218851
PIA61854.1	1273180146	PIA61854.1	218851
PIA61856.1	1273180148	PIA61856.1	218851
PIA62225.1	1273180517	PIA62225.1	218851
PIM97598.1	1276232830	PIM97598.1	429701
PIM97692.1	1276233081	PIM97692.1	429701
PIN00342.1	1276237955	PIN00342.1	429701
PIN05078.1	1276244817	PIN05078.1	429701
PIN09929.1	1276251188	PIN09929.1	429701
PIN09941.1	1276251201	PIN09941.1	429701
PIN10382.1	1276251785	PIN10382.1	429701
PIN10984.1	1276252563	PIN10984.1	429701
PIN13879.1	1276256125	PIN13879.1	429701
PIN13880.1	1276256126	PIN13880.1	429701
PIN14741.1	1276257155	PIN14741.1	429701
PIN21664.1	1276265399	PIN21664.1	429701
PIN26543.1	1276271105	PIN26543.1	429701
PKA55905.1	1293589192	PKA55905.1	1088818
PKA55940.1	1293589227	PKA55940.1	1088818
PKA55942.1	1293589229	PKA55942.1	1088818
PKA58963.1	1293594697	PKA58963.1	1088818
PKA62496.1	1293600044	PKA62496.1	1088818
PKA63597.1	1293601371	PKA63597.1	1088818
PKA66630.1	1293606966	PKA66630.1	1088818
PKI40203.1	1305224264	PKI40203.1	22663
PKI48728.1	1305234087	XP_031383301.1	22663
PKI54238.1	1305240146	PKI54238.1	22663
PKI54239.1	1305240147	PKI54239.1	22663
PKI63484.1	1305250318	XP_031390683.1	22663
PKI63487.1	1305250321	XP_031390191.1	22663
PKI63488.1	1305250322	PKI63488.1	22663
PKI63489.1	1305250323	XP_031393879.1	22663
PKI66176.1	1305253214	PKI66176.1	22663
PKI75307.1	1305262849	XP_031390102.1	22663
PKI75421.1	1305262971	PKI75421.1	22663
PKI76655.1	1305264266	XP_031374946.1	22663
PKI77378.1	1305265005	PKI77378.1	22663
PKI78055.1	1305265712	PKI78055.1	22663
PKI78561.1	1305266244	PKI78561.1	22663
PKU59394.1	1315692598	XP_020687996.1	906689
PKU64909.1	1315700151	XP_020677841.1	906689
PKU68169.1	1315703674	XP_020695418.1	906689
PKU71420.1	1315707166	XP_020685543.1	906689
PKU72636.1	1315708445	XP_020675409.1	906689
PKU75219.1	1315711214	XP_020688777.1	906689
PKU75271.1	1315711273	PKU75271.1	906689
PKU79922.1	1315716138	PKU79922.1	906689
PLY64243.1	1322353642	XP_023746395.1	4236
PLY64585.1	1322354333	XP_023746016.1	4236
PLY64608.1	1322354356	XP_023745978.1	4236
PLY68465.1	1322362841	XP_023740690.1	4236
PLY68481.1	1322362857	XP_023740747.1	4236
PLY68865.1	1322363649	XP_023740338.1	4236
PLY71386.1	1322368667	PLY71386.1	4236
PLY76365.1	1322379130	XP_023730555.1	4236
PLY80569.1	1322387540	XP_023770174.1	4236
PLY81121.1	1322388699	XP_023769451.1	4236
PLY81159.1	1322388737	XP_023769449.1	4236
PLY81222.1	1322389063	XP_023769289.1	4236
PLY83490.1	1322393409	XP_023766485.1	4236
PLY84838.1	1322395817	XP_023764661.1	4236
PLY84844.1	1322395823	XP_023764658.1	4236
PLY87734.1	1322402136	XP_023760886.1	4236
PLY93221.1	1322413506	XP_023753551.1	4236
PLY93222.1	1322413507	XP_023753552.1	4236
PLY93223.1	1322413508	XP_023753548.1	4236
PLY93227.1	1322413512	XP_023753547.1	4236
PLY93229.1	1322413514	XP_023753550.1	4236
PLY93256.1	1322413541	XP_023753549.1	4236
PLY94511.1	1322415927	PLY94511.1	4236
PLY97573.1	1322422383	XP_023729717.1	4236
PNS96969.1	1334281091	XP_006384098.2	3694
PNT00090.1	1334284609	XP_006374282.2	3694
PNT00879.1	1334285398	XP_002321569.1	3694
PNT03917.1	1334288718	XP_002320189.1	3694
PNT03918.1	1334288719	XP_002320190.1	3694
PNT05477.1	1334290278	XP_002320558.1	3694
PNT09261.1	1334294208	XP_006376609.1	3694
PNT20554.1	1334305505	XP_002313133.1	3694
PNT26811.1	1334311764	XP_024461436.1	3694
PNT26816.2	1524788435	XP_002310204.3	3694
PNT26817.1	1334311770	PNT26817.1	3694
PNT27988.1	1334312941	XP_002310553.1	3694
PNT35395.1	1334320350	XP_002306303.3	3694
PNT39962.1	1334324918	XP_002305022.2	3694
PNT39964.1	1334324920	XP_002305021.2	3694
PNT39965.1	1334324921	XP_024455100.1	3694
PNT39966.1	1334324922	XP_006384103.1	3694
PNT39980.1	1334324936	XP_024454940.1	3694
PNT39981.1	1334324937	XP_002305279.2	3694
PNT45461.1	1334330418	XP_002303638.2	3694
PNT50125.1	1334335083	XP_002301402.2	3694
PNT57485.1	1334342444	XP_002298737.1	3694
PNT72787.1	1334370946	XP_010232274.1	15368
PNT72788.1	1334370947	XP_010232274.1	15368
PNT77927.1	1334378358	XP_010228991.1	15368
PNX74097.1	1335215143	PNX74097.1	57577
PNX75229.1	1335216275	PNX75229.1	57577
PNX83548.1	1335224596	PNX83548.1	57577
PNX94393.1	1335235442	PNX94393.1	57577
PNX95999.1	1335237048	PNX95999.1	57577
PNY00008.1	1335241056	PNY00008.1	57577
PNY00479.1	1335241527	PNY00479.1	57577
PNY11480.1	1335252528	PNY11480.1	57577
PNY17877.1	1335258925	PNY17877.1	57577
PON33831.1	1338409651	PON33831.1	63057
PON42236.1	1338418715	PON42236.1	3476
PON42712.1	1338419223	PON42712.1	63057
PON42713.1	1338419224	PON42713.1	63057
PON43455.1	1338420008	PON43455.1	3476
PON45254.1	1338421917	PON45254.1	3476
PON47388.1	1338424188	PON47388.1	3476
PON50347.1	1338427319	PON50347.1	63057
PON51563.1	1338428567	PON51563.1	3476
PON58226.1	1338435420	PON58226.1	3476
PON58227.1	1338435421	PON58227.1	3476
PON58228.1	1338435422	PON58228.1	3476
PON60901.1	1338438148	PON60901.1	3476
PON60902.1	1338438149	PON60902.1	3476
PON67267.1	1338444630	PON67267.1	3476
PON67268.1	1338444631	PON67268.1	3476
PON70228.1	1338447657	PON70228.1	63057
PON70230.1	1338447659	PON70230.1	63057
PON70231.1	1338447660	PON70231.1	63057
PON82465.1	1338460253	PON82465.1	63057
PON90932.1	1338468945	PON90932.1	63057
PON90934.1	1338468947	PON90934.1	63057
PON94065.1	1338472103	PON94065.1	63057
PON95605.1	1338473654	PON95605.1	63057
PON96950.1	1338475007	PON96950.1	63057
PON96954.1	1338475011	PON96954.1	63057
PON96955.1	1338475012	PON96955.1	63057
PON97538.1	1338475599	PON97538.1	63057
PON98881.1	1338476952	PON98881.1	63057
PPD67269.1	1344091118	PPD67269.1	3634
PPD67270.1	1344091119	PPD67270.1	3634
PPD73123.1	1344098282	PPD73123.1	3634
PPD81525.1	1344107720	PPD81525.1	3634
PPD82599.1	1344108893	XP_016735486.1	3634
PPD82970.1	1344109297	PPD82970.1	3634
PPD92998.1	1344120133	PPD92998.1	3634
PPD95192.1	1344122468	PPD95192.1	3634
PPD96331.1	1344123683	PPD96331.1	3634
PPD97700.1	1344125142	XP_012471807.1	3634
PPD98686.1	1344126176	PPD98686.1	3634
PPE02172.1	1344129833	PPE02172.1	3634
PPR93284.1	1347692577	PPR93284.1	3634
PPR96435.1	1347696523	XP_016722578.1	3634
PPS02913.1	1347704202	PPS02913.1	3634
PPS04881.1	1347706471	PPS04881.1	3634
PPS06689.1	1347708568	PPS06689.1	3634
PPS12196.1	1347715530	PPS12196.1	3634
PPS17012.1	1347720886	PPS17012.1	3634
PPS19806.1	1347723915	PPS19806.1	3634
PPS20215.1	1347724349	PPS20215.1	3634
PQM33311.1	1352866377	PQM33311.1	2094558
PQM33314.1	1352866380	PQM33314.1	2094558
PQM33315.1	1352866381	PQM33315.1	2094558
PQM36756.1	1352870239	PQM36756.1	2094558
PQM36760.1	1352870243	PQM36760.1	2094558
PQM36987.1	1352870499	PQM36987.1	2094558
PQM38854.1	1352872589	PQM38854.1	2094558
PQM38919.1	1352872664	PQM38919.1	2094558
PQM38920.1	1352872665	PQM38920.1	2094558
PQM38921.1	1352872666	PQM38921.1	2094558
PQM38923.1	1352872668	PQM38923.1	2094558
PQM38924.1	1352872669	PQM38924.1	2094558
PQM40887.1	1352874876	PQM40887.1	2094558
PQM42311.1	1352876467	PQM42311.1	2094558
PQM42555.1	1352876756	PQM42555.1	2094558
PQM42556.1	1352876757	PQM42556.1	2094558
PQM42558.1	1352876759	PQM42558.1	2094558
PQP96972.1	1353881729	PQP96972.1	2094558
PQQ00353.1	1353885445	PQQ00353.1	2094558
PQQ02950.1	1353888351	PQQ02950.1	2094558
PQQ03749.1	1353889238	PQQ03749.1	2094558
PQQ03750.1	1353889239	PQQ03750.1	2094558
PQQ03751.1	1353889240	PQQ03751.1	2094558
PQQ03752.1	1353889241	PQQ03752.1	2094558
PQQ03753.1	1353889242	PQQ03753.1	2094558
PQQ03759.1	1353889248	PQQ03759.1	2094558
PQQ03977.1	1353889481	PQQ03977.1	2094558
PQQ08208.1	1353894252	PQQ08208.1	2094558
PQQ09489.1	1353895670	PQQ09489.1	2094558
PQQ10244.1	1353896511	PQQ10244.1	2094558
PQQ10246.1	1353896513	PQQ10246.1	2094558
PQQ11568.1	1353897975	PQQ11568.1	2094558
PQQ12478.1	1353898925	PQQ12478.1	2094558
PQQ12479.1	1353898926	PQQ12479.1	2094558
PQQ21989.1	1353908786	PQQ21989.1	2094558
PQQ21990.1	1353908787	PQQ21990.1	2094558
PRQ16011.1	1358141531	XP_024171191.1	74649
PRQ17463.1	1358142983	XP_024171487.1	74649
PRQ17464.1	1358142984	XP_024174915.1	74649
PRQ17465.1	1358142985	XP_024173660.1	74649
PRQ17466.1	1358142986	PRQ17466.1	74649
PRQ20707.1	1358146227	XP_024173657.1	74649
PRQ21844.1	1358147364	XP_024170932.1	74649
PRQ21847.1	1358147367	XP_024172945.1	74649
PRQ21849.1	1358147369	PRQ21849.1	74649
PRQ21850.1	1358147370	PRQ21850.1	74649
PRQ21853.1	1358147373	XP_024169343.1	74649
PRQ22265.1	1358147786	XP_024167972.1	74649
PRQ22266.1	1358147787	PRQ22266.1	74649
PRQ22267.1	1358147788	XP_024162032.1	74649
PRQ23977.1	1358149498	XP_024166213.1	74649
PRQ25306.1	1358150827	XP_024165573.1	74649
PRQ32673.1	1358158195	XP_024199767.1	74649
PRQ41223.1	1358166746	XP_024193847.1	74649
PRQ41227.1	1358166750	XP_024196295.1	74649
PRQ41290.1	1358166813	XP_024194841.1	74649
PRQ47674.1	1358173199	XP_024180701.1	74649
PRQ47676.1	1358173201	XP_024180924.1	74649
PRQ48629.1	1358174154	XP_024179480.1	74649
PRQ48630.1	1358174155	XP_024179482.1	74649
PRQ48633.1	1358174158	XP_024185263.1	74649
PRQ48639.1	1358174164	XP_024185954.1	74649
PRQ48640.1	1358174165	XP_024185274.1	74649
PRQ55677.1	1358181203	XP_024176214.1	74649
PRQ58412.1	1358183938	XP_024176309.1	74649
PRQ58413.1	1358183939	PRQ58413.1	74649
PRQ60227.1	1358185753	PRQ60227.1	74649
PRQ60231.1	1358185757	XP_024178357.1	74649
PSR86285.1	1371489844	PSR86285.1	1590841
PSR93158.1	1371496803	PSR93158.1	1590841
PSR99870.1	1371503592	PSR99870.1	1590841
PSR99872.1	1371503594	PSR99872.1	1590841
PSS02690.1	1371506446	PSS02690.1	1590841
PSS02692.1	1371506448	PSS02692.1	1590841
PSS02694.1	1371506450	PSS02694.1	1590841
PSS02695.1	1371506451	PSS02694.1	1590841
PSS04402.1	1371508174	PSS04402.1	1590841
PSS04403.1	1371508175	PSS04403.1	1590841
PSS04622.1	1371508394	PSS04622.1	1590841
PSS11326.1	1371515185	PSS11326.1	1590841
PSS11327.1	1371515186	PSS11327.1	1590841
PSS24207.1	1371528135	PSS24207.1	1590841
PSS26289.1	1371530221	PSS26289.1	1590841
PSS26569.1	1371530501	PSS26569.1	1590841
PSS29221.1	1371533157	PSS29221.1	1590841
PSS29319.1	1371533255	PSS29319.1	1590841
PSS33025.1	1371537049	PSS33025.1	1590841
PSS33026.1	1371537050	PSS33026.1	1590841
PSS34601.1	1371538665	PSS34601.1	1590841
PUZ41162.1	1382755104	PUZ41162.1	1504633
PUZ45400.1	1382759358	PUZ45400.1	1504633
PUZ54870.1	1382772828	PUZ54870.1	1504633
PUZ54897.1	1382772855	PUZ54897.1	1504633
PUZ54898.1	1382772856	PUZ54898.1	1504633
PUZ54899.1	1382772857	PUZ54899.1	1504633
PUZ55211.1	1382773169	PUZ55211.1	1504633
PUZ55763.1	1382773721	PUZ55763.1	1504633
PUZ65088.1	1382783135	PUZ65088.1	1504633
PUZ70374.1	1382793124	PUZ70374.1	1504633
PUZ74860.1	1382797628	PUZ74860.1	1504633
PUZ74862.1	1382797630	PUZ74862.1	1504633
PUZ74863.1	1382797631	PUZ74863.1	1504633
PVH34380.1	1385043121	XP_025828073.1	206008
PVH65914.1	1385075893	XP_025809966.1	206008
PVH65916.1	1385075895	XP_025809955.1	206008
PWA34885.1	1387750556	PWA34885.1	35608
PWA35362.1	1387752116	PWA35362.1	35608
PWA36546.1	1387755432	PWA36546.1	35608
PWA36889.1	1387756270	PWA36889.1	35608
PWA38531.1	1387759906	PWA38531.1	35608
PWA40804.1	1387764180	PWA40804.1	35608
PWA46758.1	1387773548	PWA46758.1	35608
PWA47064.1	1387773989	PWA47064.1	35608
PWA55231.1	1387785324	PWA55231.1	35608
PWA55712.1	1387785938	PWA55712.1	35608
PWA56117.1	1387786460	PWA56117.1	35608
PWA58179.1	1387789116	PWA58179.1	35608
PWA58258.1	1387789219	PWA58258.1	35608
PWA60485.1	1387792051	PWA60485.1	35608
PWA60487.1	1387792053	PWA60487.1	35608
PWA63864.1	1387796230	PWA63864.1	35608
PWA63865.1	1387796231	PWA63865.1	35608
PWA63866.1	1387796232	PWA63866.1	35608
PWA66979.1	1387799965	PWA66979.1	35608
PWA67060.1	1387800064	PWA67060.1	35608
PWA67347.1	1387800407	PWA67347.1	35608
PWA80144.1	1387815296	PWA80144.1	35608
PWA80794.1	1387816030	PWA80794.1	35608
PWA82384.1	1387817815	PWA82384.1	35608
PWA87511.1	1387823514	PWA87511.1	35608
PWA87820.1	1387823855	PWA87820.1	35608
PWA89366.1	1387825548	PWA89366.1	35608
PWA93913.1	1387830474	PWA93913.1	35608
PWA98999.1	1387835868	PWA98999.1	35608
PWZ04437.1	1394859564	Zm_43295_S98	4577
PWZ06311.1	1394861713	Zm_43295_S98	4577
PWZ08757.1	1394864160	NP_001335896.1	4577
PWZ11800.1	1394867203	NP_001148567.1	4577
PWZ11805.1	1394867208	Zm_11344_S96	4577
PWZ16094.1	1394871499	PWZ16094.1	4577
PWZ26461.1	1394881869	PWZ26461.1	4577
PWZ26667.1	1394882075	PWZ26667.1	4577
PWZ26690.1	1394882098	ACG27777.1	4577
PWZ29387.1	1394884795	PWZ29387.1	4577
PWZ32989.1	1394888398	PWZ32989.1	4577
PWZ33324.1	1394888733	PWZ33324.1	4577
PWZ33551.1	1394888960	PWZ33551.1	4577
PWZ37198.1	1394892944	ACF83865.1	4577
Q4R1I9.1	73622189	Rc_GT1_S91	128735
Q6VAA7.1	75292639	Sr_88B1_S94	55670
Q6VAA9.1	75292641	Q6VAA9.1	55670
Q94A84.1	75306318	NP_566938.1	3702
Q9AR73.1	28380078	Q9AR73.1	4060
Q9AT54.1	75308024	Q9AT54.1	4097
Q9LNI1.1	75311399	At_72B3_S42	3702
Q9LVR1.1	75311629	At_72E2_S4	3702
Q9M156.1	28380085	At_72B1_S3	3702
QCD77545.1	1626629255	QCD77545.1	3917
QCD78318.1	1626630028	QCD78318.1	3917
QCD79128.1	1626630838	XP_027931553.1	3917
QCD79139.1	1626630849	QCD79139.1	3917
QCD79146.1	1626630856	XP_027932325.1	3917
QCD90577.1	1626642290	QCD90577.1	3917
QCD90996.1	1626642709	QCD90996.1	3917
QCD94717.1	1626646431	QCD94717.1	3917
QCD94718.1	1626646432	QCD94718.1	3917
QCE00570.1	1626652285	XP_027938543.1	3917
QCE00616.1	1626652331	XP_027939736.1	3917
QCE06158.1	1626657875	QCE06158.1	3917
QCE16900.1	1626668619	QCE16900.1	3917
QDM38898.1	1704727548	QDM38898.1	74613
QDM38900.1	1704727552	QDM38900.1	74613
QDM38905.1	1704727562	QDM38905.1	74613
QDM38907.1	1704727566	QDM38907.1	74613
