ALTERNATIVEACC	GI	PRIMARYACC	TAXID
KJB77661.1	763810759	KJB77661.1	29730
KJB79373.1	763812521	XP_012465944.1	29730
KJB79374.1	763812522	KJB79374.1	29730
KJK36301.1	770197647	WP_031133902.1	284040
KJK49651.1	770212971	WP_045322395.1	1609137
KJS55748.1	780875052	KJS55748.1	1615590
KJS62592.1	780884503	WP_045693559.1	359131
KJY22330.1	797024424	WP_030824477.1	1609135
KJY31903.1	797037663	WP_045948391.1	68223
KJY39359.1	797046430	WP_045938094.1	1609133
KJY43170.1	797050981	WP_078847730.1	1609106
KJY46331.1	797054811	WP_053788336.1	1609134
KKB35676.1	805311722	WP_039233592.1	1221996
KKB40506.1	805316662	WP_039233592.1	1221996
KKB42867.1	805319068	WP_040036936.1	590062
KKZ72960.1	821543807	WP_046908367.1	68268
KLJ04869.1	824326574	WP_047138506.1	1638939
KLL09935.1	827092881	WP_047224804.1	1562887
KLN71873.1	827534199	WP_039973391.1	1833
KMO93858.1	859291136	WP_048480460.1	66430
KMS73205.1	870784110	WP_048582570.1	1938
KMS78204.1	870789325	WP_048573254.1	1437453
KMS85944.1	870798453	WP_030645857.1	68263
KMT01176.1	870848887	XP_010691725.1	3555
KMT01177.1	870848888	XP_010691730.1	3555
KMT01178.1	870848889	XP_010691729.1	3555
KMT08362.1	870856773	XP_010681315.1	3555
KNA16954.1	902212416	KNA16954.1	3562
KNA20576.1	902227100	KNA20576.1	3562
KNA20577.1	902227101	KNA20577.1	3562
KNA20578.1	902227102	XP_021851290.1	3562
KNA20579.1	902227103	KNA20579.1	3562
KND26084.1	908279414	KND26084.1	42234
KND33448.1	908287056	WP_050359302.1	146819
KND37505.1	908291292	WP_050357219.1	146819
KND46214.1	908300806	WP_046918050.1	146820
KOG07135.1	918470269	WP_048582570.1	1938
KOG11785.1	918475066	WP_033210305.1	1938
KOG12048.1	918475380	WP_048582570.1	1938
KOG31227.1	918495585	WP_053192738.1	67356
KOG39033.1	918503854	KOG39033.1	249567
KOG44607.1	918509951	WP_053177170.1	1961
KOG54234.1	918520309	KOG54234.1	35619
KOG68952.1	918536539	WP_030645857.1	1890
KOG74704.1	918542792	WP_030182964.1	1894
KOG83634.1	918552345	WP_030724566.1	285575
KOG85156.1	918554081	KOG85156.1	67373
KOM26645.1	920679756	XP_017406767.1	3914
KOM52038.1	920710789	XP_017437139.1	3914
KOM52041.1	920710792	XP_017434555.1	3914
KOM52044.1	920710795	XP_017435400.1	3914
KOM52047.1	920710798	XP_017435633.1	3914
KOT27131.1	925287640	WP_030182964.1	132474
KOT36237.1	925296928	WP_030182964.1	1519473
KOT41312.1	925302339	WP_030828367.1	36816
KOT49733.1	925311148	WP_030182964.1	132474
KOT56370.1	925317911	KOT56370.1	132474
KOT64335.1	925326489	WP_030182964.1	132474
KOT69691.1	925332045	WP_030182964.1	132474
KOT72433.1	925334857	WP_030182964.1	132474
KOT76212.1	925338703	KOT76212.1	1464079
KOT90046.1	925353393	WP_053698957.1	1519475
KOT96131.1	925359720	WP_037825504.1	1519476
KOU00938.1	925364769	WP_053624838.1	1519477
KOU13145.1	925377454	WP_053694564.1	1415555
KOU15601.1	925379990	WP_053626046.1	1415552
KOU18100.1	925382554	WP_053704605.1	1415554
KOU33097.1	925398450	WP_053706264.1	1415556
KOU38569.1	925404186	WP_053684798.1	1415551
KOU49566.1	925416012	WP_053607165.1	1415545
KOU57701.1	925424696	WP_053754230.1	1415546
KOU72501.1	925440265	WP_053631000.1	1519485
KOU75791.1	925443670	WP_053631000.1	1415563
KOU77441.1	925445443	WP_053685607.1	1519483
KOU95832.1	925464688	WP_053631000.1	1519482
KOU98273.1	925467102	WP_030651740.1	1519480
KOV00282.1	925469331	WP_053612476.1	1519481
KOV07237.1	925476614	WP_053631000.1	1519478
KOV18555.1	925488638	WP_053713458.1	1519479
KOV25763.1	925496349	WP_053648398.1	1415562
KOV33029.1	925504174	WP_053631000.1	1519486
KOV33642.1	925504867	WP_053635113.1	1415560
KOV47921.1	925519819	WP_053626046.1	1519487
KOV49465.1	925521422	WP_053631000.1	1519488
KOV68316.1	925541526	WP_053758501.1	1519489
KOV69294.1	925542620	WP_053655833.1	1415544
KOV83632.1	925557698	WP_031093103.1	1519491
KOX02969.1	925578037	WP_053708632.1	1519493
KOX20249.1	925596122	WP_053720046.1	1415542
KOX24713.1	925600707	WP_053647097.1	1519495
KOX29778.1	925606166	WP_037825504.1	1519496
KOX38936.1	925615854	WP_053647097.1	1519497
KOX43449.1	925620563	KOX43449.1	1519498
KOY55625.1	926670621	WP_053788336.1	1415561
KPC66655.1	928407218	WP_053921769.1	66876
KPC67762.1	928408518	WP_030406479.1	1609099
KPC72066.1	928414167	WP_054102387.1	1609104
KPC82863.1	928427210	WP_031095441.1	1519471
KPH18113.1	930079283	WP_042920301.1	224843
KPH98638.1	930367070	WP_054219987.1	1592327
KPI00637.1	930369106	WP_054226736.1	1592328
KPI06763.1	930375481	WP_054234114.1	1592326
KPI24793.1	930394242	WP_054243310.1	1592329
KPL29418.1	931555058	WP_050357219.1	1892
KPL30738.1	931556378	WP_057668602.1	1892
KQW12391.1	945557301	WP_057611055.1	1736523
KQX31499.1	945676972	WP_056706122.1	1736448
KQX43648.1	945689175	WP_050357219.1	1736448
KQX50023.1	945695580	KQX50023.1	1736450
KQX63303.1	945708944	WP_057605882.1	1736452
KQX86280.1	945732037	WP_056791922.1	1736454
KQY32405.1	945778370	WP_056819712.1	1736458
KQZ16994.1	945863403	WP_056791922.1	1736554
KRA34213.1	945981186	WP_050357219.1	1736573
KRA41442.1	945988429	WP_056706122.1	1736573
KRA79933.1	946027140	KQX50023.1	1736582
KRH27564.1	947078775	XP_003538838.1	3847
KRH70680.1	947122474	XP_003518710.1	3847
KRH70681.1	947122475	XP_003518712.1	3847
KRH70682.1	947122476	XP_003520067.1	3847
KRH70683.1	947122477	XP_003518713.1	3847
KRH70684.1	947122478	XP_003518714.1	3847
KRH70687.1	947122481	XP_014621819.1	3847
KRH70688.1	947122482	XP_014621819.1	3847
KSU75270.1	959344886	WP_058227297.1	1049584
KUF16513.1	970358924	WP_058849330.1	1765722
KUJ29758.1	972562627	WP_030182964.1	132474
KUL23996.1	973257027	WP_062711633.1	68262
KUL53685.1	973292644	WP_062776616.1	1609100
KUL54405.1	973293380	WP_062775437.1	1609100
KUL58141.1	973297356	WP_008405698.1	1886
KUL66190.1	973305928	KUL66190.1	68280
KUL67014.1	973306808	WP_059142099.1	68280
KUL75404.1	973315396	WP_062668634.1	1609103
KUL75590.1	973315584	WP_062668634.1	1609102
KUM76011.1	973804758	WP_062149408.1	146536
KUM79092.1	973807853	WP_062022843.1	67304
KUM85345.1	973814369	WP_031046411.1	67350
KUM93617.1	973822894	WP_067003646.1	67285
KUM95281.1	973824616	WP_067136901.1	67386
KUM96135.1	973825499	WP_079057557.1	67285
KUN15214.1	973845050	WP_062036388.1	58343
KUN21993.1	973851980	WP_059195534.1	1890
KUN31454.1	973861548	WP_059261943.1	1903
KUN40215.1	973870593	WP_067229512.1	68231
KUN43530.1	973873998	WP_067375832.1	1963
KUN66977.1	973897966	WP_062022843.1	67304
KUN68975.1	973899991	WP_059207018.1	58343
KUO02313.1	973934173	WP_053192738.1	67356
KUO03528.1	973935433	WP_062719780.1	661399
KUO19083.1	973951582	WP_067024007.1	909626
KWT60946.1	982796829	KWT60946.1	67257
KXF56928.1	987835395	WP_061040666.1	1793160
KXJ78484.1	1000207943	KXJ78484.1	7160
KXJ82204.1	1000212651	KXJ82204.1	7160
KXX55129.1	1003473682	WP_005244398.1	1807499
KYB27844.1	1004400505	XP_008191789.1	7070
KYG52047.1	1005795836	KYG52047.1	1779145
KYK14768.1	1008736482	WP_062134127.1	1770211
KYP45559.1	1012334191	XP_020236635.1	3821
KYP45560.1	1012334192	XP_020236624.1	3821
KYP45561.1	1012334193	XP_020236636.1	3821
KYP45564.1	1012334196	KYP45564.1	3821
KZF18170.1	1018265648	WP_064111953.1	1813675
KZL34943.1	1020289921	WP_063314972.1	334542
KZM84113.1	1021026326	XP_017220147.1	79200
KZM90629.1	1021032845	XP_017256168.1	79200
KZV41173.1	1024029801	KZV41173.1	472368
NP_001189528.1	334184235	NP_001189528.1	3702
NP_001189529.1	334184237	NP_001189529.1	3702
NP_001312061.1	1027854649	NP_001312061.1	4097
NP_001313106.1	1027858491	NP_001313106.1	4097
NP_001315561.1	1040064753	NP_001315561.1	4081
NP_179150.3	79556100	NP_179150.3	3702
NP_179151.2	42569055	NP_179151.2	3702
NP_567953.1	18418378	NP_567953.1	3702
NP_567954.1	18418380	NP_567954.1	3702
NP_567955.1	18418382	At_73B1_S1	3702
NP_630198.1	21224419	WP_003972830.1	100226
NP_851465.1	30795015	WP_011113124.1	1928
OAA95743.1	1025718084	WP_067056162.1	710705
OAL15517.1	1028933780	WP_064068828.1	68570
OAO97622.1	1032283295	OAO97622.1	3702
OAO99384.1	1032285057	OAO99384.1	3702
OAP00589.1	1032286261	OAP00589.1	3702
OAP08080.1	1032293754	NP_179151.2	3702
OAP10701.1	1032296375	OAP10701.1	3702
OAR22822.1	1033212653	OAR22822.1	1322334
OAY38672.1	1035909077	OAY38672.1	3983
OAY39230.1	1035909635	OAY39230.1	3983
OAY39231.1	1035909636	XP_021624919.1	3983
OAY39232.1	1035909637	XP_021625535.1	3983
OAY45582.1	1035915990	XP_021619010.1	3983
OAY45613.1	1035916021	XP_021618169.1	3983
OAY50199.1	1035920609	XP_021611852.1	3983
OBQ53754.1	1039213183	WP_065000979.1	1727216
OCC18124.1	1044692294	WP_064443159.1	43767
ODA71945.1	1057453947	WP_062191291.1	1737066
ODB74059.1	1058363772	ODB74059.1	1852777
OEJ24471.1	1070369283	WP_069926345.1	285458
OEJ34306.1	1070379120	WP_069922498.1	36818
OEJ41579.1	1070386405	WP_069926345.1	285458
OEJ44043.1	1070388870	WP_069926345.1	285458
OEJ54069.1	1070398897	WP_069926345.1	285458
OEJ61441.1	1070406277	WP_069926345.1	285458
OEU96364.1	1073046035	WP_070198278.1	1075402
OEU98502.1	1073048106	WP_019355396.1	943816
OEV07989.1	1073058586	OEV07989.1	518642
OEV15769.1	1073067934	WP_070204660.1	518642
OEV36122.1	1073105345	WP_030553180.1	1894
OEV39293.1	1073108610	WP_030550244.1	1894
OFE06135.1	1078757192	WP_070162126.1	1833762
OFV74854.1	1081930482	WP_070386313.1	1833
OHF27440.1	1088715312	WP_046378007.1	1833
OHV19792.1	1092307739	WP_071066988.1	1834517
OHV33470.1	1092321808	OHV33470.1	573497
OHX02305.1	1093050472	OHX02305.1	1172030
OIJ88932.1	1099348937	WP_071367942.1	1428652
OIJ96227.1	1099356336	OIJ96227.1	1354889
OIK06217.1	1099366507	WP_071380340.1	1678012
OIK28326.1	1099390385	OIK28326.1	1428626
OIT20300.1	1102263105	XP_019240384.1	49451
OIT21524.1	1102270948	XP_019238745.1	49451
OIT27167.1	1102278770	XP_019233766.1	49451
OIV89268.1	1102689493	XP_019434958.1	3871
OIV89269.1	1102689494	XP_019434959.1	3871
OIV94300.1	1102694798	XP_019420863.1	3871
OIW10197.1	1102711417	OIW10197.1	3871
OIW21150.1	1102722654	XP_019432387.1	3871
OJF15479.1	1104181875	WP_071803444.1	56427
OJH68549.1	1110834221	WP_030553180.1	48665
OJH70378.1	1110836050	WP_030550244.1	48665
OKA16610.1	1114257991	WP_063314972.1	1833
OKH93449.1	1115619865	WP_107499280.1	1048205
OKI04111.1	1115644283	OKI04111.1	1703924
OKI09800.1	1115650048	WP_079193766.1	1718985
OKI23541.1	1115663944	WP_073700718.1	1718951
OKI37846.1	1115678335	OKI37846.1	1835005
OKI41014.1	1115681523	WP_073722556.1	1718998
OKI46955.1	1115687529	WP_073719152.1	1718998
OKI53989.1	1115694630	WP_073869318.1	1703928
OKI55838.1	1115696486	WP_075806947.1	1703928
OKI62061.1	1115702749	WP_073775881.1	1703926
OKI66202.1	1115706911	WP_073778816.1	1703925
OKI76372.1	1115717125	WP_073731938.1	1703922
OKI77247.1	1115718010	WP_073959820.1	1703923
OKI79078.1	1115719845	WP_057668602.1	1703923
OKI94671.1	1115735516	WP_073749291.1	1703921
OKI94713.1	1115735558	WP_075806972.1	1703921
OKJ03793.1	1115744668	WP_075806912.1	1703929
OKJ05991.1	1115746871	WP_073805487.1	1703931
OKJ08782.1	1115749678	WP_073803897.1	1703931
OKJ10224.1	1115751126	WP_075806904.1	1703930
OKJ17645.1	1115758561	WP_073881684.1	1703932
OKJ25556.1	1115766548	WP_073822986.1	1703934
OKJ32515.1	1115773566	WP_075806951.1	1703933
OKJ37904.1	1115778988	WP_073767048.1	1703935
OKJ42952.1	1115784049	WP_075806907.1	1703936
OKJ53354.1	1115794505	WP_073743216.1	1703939
OKJ54711.1	1115795865	WP_075806965.1	1703939
OKJ62630.1	1115803799	WP_073815407.1	1703940
OKJ65618.1	1115806794	WP_073903893.1	1703938
OKJ72379.1	1115813630	WP_075806926.1	1703941
OKJ79908.1	1115821178	WP_073897341.1	1703943
OKJ89285.1	1115830591	WP_073939133.1	1703942
OKK04617.1	1115845967	WP_073755141.1	1703937
OKK13707.1	1115855092	WP_079194716.1	1703944
OKK14533.1	1115855920	WP_073737770.1	1703920
OKK22631.1	1115864039	WP_073909456.1	1703927
OLF11783.1	1125635382	OLF11783.1	485602
OLO30134.1	1128397191	WP_047179441.1	1573406
OLO35322.1	1128402379	WP_047181116.1	1573406
OLZ58990.1	1132651395	WP_076046341.1	681158
OLZ67579.1	1132660182	WP_076090820.1	1776340
OMO74050.1	1137204144	OMO74050.1	210143
OMO74051.1	1137204145	OMO74051.1	210143
OMO74052.1	1137204146	OMO74052.1	210143
OMQ35203.1	1137705420	WP_042920301.1	1912238
ONH29859.1	1139641039	WP_076817581.1	1834516
ONH91685.1	1139756228	XP_007200989.1	3760
ONH91688.1	1139756231	ONH91688.1	3760
ONH91689.1	1139756232	XP_007200278.1	3760
ONH91690.1	1139756233	XP_007200988.1	3760
ONH91693.1	1139756236	XP_020409398.1	3760
ONH91694.1	1139756237	XP_020409397.1	3760
ONH91695.1	1139756238	XP_007201142.1	3760
ONH91696.1	1139756239	ONH91696.1	3760
ONH91697.1	1139756240	XP_007198987.1	3760
ONH91698.1	1139756241	XP_007198987.1	3760
ONI53496.1	1139896222	WP_076966818.1	1844478
OOC56506.1	1145644990	WP_077692952.1	501010
OON82557.1	1150070664	OON82557.1	83656
OOQ46945.1	1151337648	WP_078635433.1	1890
OPC85028.1	1153853954	OPC85028.1	159449
OPF70853.1	1159047460	WP_046084992.1	1507734
OPF84550.1	1159061821	WP_046086532.1	1507734
OQM83883.1	1172053103	WP_020968563.1	1945511
OQO92638.1	1172737104	WP_081191676.1	1962155
OQQ18923.1	1172891284	WP_081219990.1	1955065
OQR59417.1	1173758708	WP_081553616.1	1462558
ORC22763.1	1177267183	WP_058039164.1	334542
ORI14251.1	1179365876	WP_084326907.1	1833
ORT58005.1	1182454209	WP_084899436.1	1907777
OSC71340.1	1184234237	OSC71340.1	1751294
OSC73946.1	1184237333	WP_093445106.1	1076450
OSP06715.1	1187463819	WP_085563496.1	146922
OSP37273.1	1187495632	WP_085575736.1	1570823
OSY45584.1	1189973104	WP_085924710.1	58346
OSY51505.1	1189979164	OSY51505.1	1319510
OSZ60252.1	1190502018	WP_086169301.1	1144883
OUC91492.1	1194570265	WP_086577466.1	569862
OUD03390.1	1194582789	WP_086600481.1	487165
OUS94901.1	1199923423	WP_087557711.1	933800
OVA19023.1	1201320068	OVA19023.1	56857
OVA19025.1	1201320070	OVA19025.1	56857
OVA19026.1	1201320071	OVA19026.1	56857
OVA19027.1	1201320072	OVA19027.1	56857
OVA19028.1	1201320073	OVA19028.1	56857
OVA19029.1	1201320074	OVA19029.1	56857
OWA06156.1	1204494220	WP_087775821.1	1982763
OWA12063.1	1204500161	WP_087806589.1	1982761
OWA18875.1	1204507033	WP_054102387.1	1982762
OWA25919.1	1204514199	WP_087764482.1	1982764
OWA25948.1	1204514228	WP_087767726.1	1982764
OWM79214.1	1208524660	OWM79214.1	22663
OWM79218.1	1208524664	XP_031381080.1	22663
OWM83710.1	1208530761	OWM83710.1	22663
OXL35786.1	1219715112	WP_089506176.1	1945643
OXM74495.1	1220422753	WP_094003396.1	2018303
OXS35791.1	1226139923	WP_094052807.1	2021410
OXY86720.1	1228206897	WP_094213081.1	1883452
OXY91582.1	1228211924	OXY91582.1	42236
OYP14611.1	1231053857	OYP14611.1	2015515
OZM74608.1	1234728049	WP_094861507.1	1854586
OZM80588.1	1234734104	WP_094926792.1	1854588
PAK25484.1	1237960027	WP_107477966.1	2026340
PAN01637.1	1238267009	WP_100045692.1	2026341
PAU49214.1	1240006964	WP_095580126.1	1940
PAX83676.1	1241137783	WP_095711239.1	1886
PAX89278.1	1241144425	WP_095711239.1	1886
PAZ12923.1	1241369510	WP_095752562.1	934019
PBC54341.1	1241865332	WP_061040666.1	2028572
PBC60506.1	1241872022	WP_095937292.1	2036037
PBC83969.1	1241895701	SDR36563.1	1938840
PBC84741.1	1241896473	WP_088799654.1	1938840
PBC95428.1	1241907168	WP_095852047.1	1938855
PBI96674.1	1242878618	WP_095971408.1	1833
PBO14897.1	1243975412	WP_095711239.1	1886
PBO24204.1	1243987912	WP_095711239.1	1886
PBO28949.1	1243994163	WP_095711239.1	1886
PCK28539.1	1247576103	WP_099696999.1	1049584
PDP87983.1	1253863542	WP_097634024.1	1407559
PGH48009.1	1264217838	WP_098754196.1	2044307
PIA52862.1	1273171146	PIA52862.1	218851
PIA52863.1	1273171147	PIA52863.1	218851
PIA52865.1	1273171149	PIA52865.1	218851
PIF95728.1	1273982814	PIF95728.1	2035220
PIG02113.1	1273988511	WP_088799654.1	1938839
PIG02834.1	1273989232	SDR36563.1	1938839
PIG11991.1	1273999097	WP_099935713.1	1938831
PIG18493.1	1274005600	WP_099920134.1	2035218
PIG38626.1	1274025740	WP_099943837.1	2035219
PIG42979.1	1274030094	WP_099888929.1	2035242
PIG56915.1	1274044039	PIG56915.1	492776
PIG64922.1	1274052047	WP_099881854.1	2035251
PIM69532.1	1275540419	WP_099967910.1	858632
PJE93801.1	1279256582	WP_100205471.1	2053043
PJJ50582.1	1280273967	PJJ50582.1	2035248
PJM85090.1	1282393200	WP_100452782.1	2020331
PJM97405.1	1284891837	WP_100566405.1	2020325
PJN13298.1	1284909003	PJN13298.1	2020326
PJN26993.1	1284923208	WP_100585885.1	2020329
PJN30128.1	1284926480	WP_100562401.1	2020328
PJN39353.1	1284935857	WP_100602818.1	2020330
PJT49236.1	1286420855	PJT49236.1	1886
PKA36870.1	1291100915	WP_008405698.1	1195457
PKA90886.1	1294328017	PKA90886.1	1938847
PKB09475.1	1294346766	PKB09475.1	1938849
PKB39318.1	1294376886	WP_100828882.1	1827605
PKI33546.1	1305214674	XP_031381080.1	22663
PKR46853.1	1315040383	WP_101276601.1	2056495
PKV27614.1	1315771237	PKV27614.1	2035246
PKV40621.1	1315784245	PKV40621.1	1827597
PKV60167.1	1315803797	SOD81381.1	2035222
PKV82504.1	1315826162	PKV82504.1	134984
PKV88586.1	1315832245	WP_101390713.1	1938858
PKW10756.1	1315854424	WP_093473816.1	1938848
PKW12631.1	1315856300	WP_010315737.1	60894
PKW44700.1	1315888398	WP_101401576.1	1882770
PLW73684.1	1321605037	PLW73684.1	2067551
PNE38401.1	1330779947	WP_102925793.1	1971
PNE39235.1	1330780781	WP_102926180.1	1971
PNF21497.1	1330888837	XP_023719421.1	105785
PNF23012.1	1330891895	PNF23012.1	105785
PNF23017.1	1330891900	PNF23017.1	105785
PNF23054.1	1330891937	PNF23054.1	105785
PNF27275.1	1330900800	XP_023713925.1	105785
PNF27276.1	1330900801	XP_023713924.1	105785
PNF35836.1	1330919102	XP_023705388.1	105785
PNF35837.1	1330919103	XP_023705437.1	105785
PNF35866.1	1330919132	XP_023705398.1	105785
PNF35869.1	1330919135	PNF35869.1	105785
PNF35870.1	1330919136	XP_023705392.1	105785
PNF35872.1	1330919138	XP_023705394.1	105785
PNG23470.1	1331026810	WP_102907641.1	2070367
PNG94293.1	1331327955	PNG94293.1	92644
PNG98287.1	1331331949	PNG98287.1	92644
PNT20554.1	1334305505	XP_002313133.1	3694
PNT57485.1	1334342444	XP_002298737.1	3694
PNT57491.1	1334342450	XP_006369755.1	3694
PNT57494.1	1334342453	XP_006369760.1	3694
PNT57497.1	1334342456	XP_002298734.2	3694
PNT57498.1	1334342457	PNT57498.1	3694
PNV31028.1	1334569423	WP_106410790.1	2072509
PNV32105.1	1334570500	WP_106411858.1	2072509
PNX71259.1	1335212302	PNX71259.1	57577
PNX81651.1	1335222699	PNX81651.1	57577
PNX81723.1	1335222771	PNX81723.1	57577
PNX82137.1	1335223185	PNX81723.1	57577
PNX83407.1	1335224455	PNX81723.1	57577
POG47914.1	1336683000	WP_103417617.1	1933029
PON33629.1	1338409419	PON33629.1	3476
PON33630.1	1338409420	PON33630.1	3476
PON40835.1	1338417226	PON40835.1	3476
PON40839.1	1338417230	PON40839.1	3476
PON40840.1	1338417231	PON40840.1	3476
PON40843.1	1338417234	PON40843.1	3476
PON81076.1	1338458728	PON81076.1	63057
PON81078.1	1338458730	PON81078.1	63057
PON82020.1	1338459763	PON82020.1	63057
PON82021.1	1338459764	PON82021.1	63057
PON88087.1	1338466070	PON88087.1	63057
PON88088.1	1338466071	PON88088.1	63057
PON88089.1	1338466072	PON88089.1	63057
PON88091.1	1338466074	PON88091.1	63057
PON88092.1	1338466075	PON88092.1	63057
PON88094.1	1338466077	PON88094.1	63057
PON88097.1	1338466080	PON88097.1	63057
POX36163.1	1340603578	WP_103836915.1	2080748
POX51844.1	1340619844	WP_103783111.1	2080746
POX63279.1	1340631480	WP_103811635.1	2080745
PPA44221.1	1342777201	WP_030804216.1	1911
PPA59235.1	1343095181	PPA59235.1	1874
PPD78050.1	1344103896	PPD78050.1	3634
PPD78051.1	1344103897	PPD78051.1	3634
PPD86817.1	1344113492	PPD86817.1	3634
PPQ55491.1	1347471975	WP_104782757.1	2093747
PPQ56708.1	1347473192	WP_104784634.1	2093747
PPR86238.1	1347683294	PPR86238.1	3634
PPR86240.1	1347683296	PPR86240.1	3634
PPR88430.1	1347686276	PPR88430.1	3634
PPS01008.1	1347701942	PPS01008.1	3634
PPS83275.1	1348212769	WP_104634336.1	1940758
PQP26624.1	1353391493	WP_105412931.1	37919
PQQ03412.1	1353888860	PQQ03412.1	2094558
PQQ08348.1	1353894411	PQQ08348.1	2094558
PQQ08349.1	1353894412	PQQ08349.1	2094558
PQQ08350.1	1353894413	PQQ08350.1	2094558
PQQ13821.1	1353900335	PQQ13821.1	2094558
PQQ13824.1	1353900338	PQQ13824.1	2094558
PRQ22977.1	1358148498	XP_024164344.1	74649
PRQ22986.1	1358148507	XP_024164344.1	74649
PRQ23006.1	1358148527	XP_024162021.1	74649
PRQ23011.1	1358148532	XP_024164984.1	74649
PRQ23012.1	1358148533	PRQ23012.1	74649
PRX13386.1	1359950650	WP_106329052.1	113567
PRX67699.1	1360005603	WP_106237997.1	1291556
PSK50744.1	1368813662	WP_030864259.1	1945515
PSK69275.1	1369101539	WP_107413973.1	2109332
PSK81018.1	1369130937	WP_106587126.1	645275
PSM37694.1	1369336982	WP_107022030.1	2109333
PSN55491.1	1370647159	PSN55491.1	6973
PSN55492.1	1370647160	PSN55492.1	6973
PSN55493.1	1370647161	PSN55492.1	6973
PSN55494.1	1370647162	PSN55494.1	6973
PSS02690.1	1371506446	PSS02690.1	1590841
PSS02692.1	1371506448	PSS02692.1	1590841
PSS02694.1	1371506450	PSS02694.1	1590841
PSS02695.1	1371506451	PSS02694.1	1590841
PSS29319.1	1371533255	PSS29319.1	1590841
PTH89608.1	1375021752	WP_107453537.1	2137016
PTN00168.1	1375747723	WP_108006762.1	2135609
PTX71425.1	1378011943	WP_093352793.1	1837
PVC69803.1	1383657269	WP_109186644.1	2162709
PVC78139.1	1383665658	WP_109163001.1	2162708
PVC79539.1	1383667072	WP_109180589.1	2162711
PVC84884.1	1383672699	WP_109981164.1	2162710
PVC85504.1	1383673324	WP_109979962.1	2162710
PVC95326.1	1383683605	WP_088574893.1	2162715
PVD03483.1	1383691825	WP_109195798.1	2162707
PVD05680.1	1383694030	WP_109204246.1	2162712
PVE04012.1	1384200717	PVE04012.1	1440053
PVX89804.1	1387362841	WP_099943837.1	2135787
PWE09993.1	1389083303	WP_128127874.1	2175092
PWE91054.1	1389258184	WP_102638665.1	2069440
PWG14926.1	1389515218	WP_109361224.1	1424099
PWI09913.1	1390339786	WP_109378986.1	2185284
PWI14657.1	1390352305	WP_109495210.1	2200760
PWI41262.1	1390383902	WP_109454798.1	563922
PWJ03714.1	1390496551	WP_109541757.1	2201153
PWK30062.1	1390832646	PWK30062.1	512350
PWK74917.1	1390878183	WP_109777919.1	1882405
PWS43575.1	1393156541	WP_109915322.1	2202516
PWS50530.1	1393165442	WP_109879382.1	2202417
PWW49966.1	1394062875	WP_041663413.1	54571
PZH16762.1	1404023207	WP_111002173.1	1735453
PZT78091.1	1405464115	WP_111339653.1	2218666
PZT80528.1	1405466553	WP_111339653.1	2218665
PZW34709.1	1405792746	WP_111379381.1	1305825
PZX44853.1	1405904352	WP_014045774.1	1305824
Q2V6J9.1	122209731	Q2V6J9.1	3747
Q53685.1	2501509	Q53685.1	1890
Q54387.1	2501508	WP_063853740.1	1916
Q7Y232.1	75296766	NP_179151.2	3702
Q8VZE9.1	75304476	At_73B1_S1	3702
Q8W491.1	75304727	NP_567953.1	3702
Q94C57.1	75306358	NP_567954.1	3702
Q9AT54.1	75308024	Q9AT54.1	4097
Q9ZQG4.1	75315667	NP_179150.3	3702
QBI56264.1	1585235499	WP_131101031.1	2498135
QBJ92910.1	1586148483	WP_031181686.1	73044
QBQ62021.1	1603482207	WP_134717283.1	2528243
QBR05667.1	1604540981	WP_078468395.1	2420135
QBR09198.1	1604544512	WP_015579286.1	2420135
QCB25188.1	1616245851	WP_136236350.1	2563602
QCD83290.1	1626635001	XP_027915528.1	3917
QCD83291.1	1626635002	QCD83291.1	3917
QCD83292.1	1626635003	QCD83292.1	3917
QCD83296.1	1626635007	QCD83296.1	3917
QCD83302.1	1626635013	XP_027918564.1	3917
QCD91936.1	1626643649	XP_027908692.1	3917
QCR50224.1	1654135545	WP_137961760.1	2109593
QCS04863.1	1654707403	WP_003962229.1	1901
QCS10045.1	1654712586	WP_003955207.1	1901
QCW79851.1	1677637436	QCW79851.1	2506427
QCX79796.1	1678541221	WP_138962379.1	2136401
QDA09400.1	1680655800	WP_031008613.1	1927
QDD60809.1	1688903009	WP_151169553.1	1886
QDD67296.1	1689840644	QDD67296.1	589473
QDI68274.1	1699425834	WP_142231438.1	285570
QDJ74280.1	1700035892	QDJ74280.1	1871188
QDL72169.1	1702245108	WP_099014157.1	92644
QDM38901.1	1704727554	QDM38901.1	74613
QDN60805.1	1706646507	WP_143603227.1	2594462
QDN70859.1	1706656600	WP_143603227.1	2594461
QDN81154.1	1706666902	WP_143656075.1	2594459
QDN90858.1	1706676667	WP_143609448.1	2594457
QDO01502.1	1706687354	WP_143628492.1	2594454
QDO11687.1	1706701440	WP_143609448.1	2594463
QDO23233.1	1706712252	WP_143628492.1	2594460
QDO33359.1	1706722305	WP_143628492.1	2594458
QDO43303.1	1706732345	WP_143628492.1	2594455
QDO53314.1	1706742774	WP_143603227.1	2594456
QDO63559.1	1706753318	WP_143603227.1	2594453
QDQ14353.1	1708057920	WP_144321565.1	68270
QDQ90558.1	1709484037	WP_144285247.1	2594007
QEM28887.1	1735230073	WP_042920301.1	334542
QES03388.1	1748193660	WP_041663413.1	953739
QES10409.1	1748206231	WP_150158473.1	54571
