ALTERNATIVEACC	GI	PRIMARYACC	TAXID
GAV63592.1	1130856660	GAV63592.1	3775
GAV63594.1	1130856662	GAV63594.1	3775
GAV63595.1	1130856663	GAV63595.1	3775
GAV63597.1	1130856665	GAV63597.1	3775
GAV63777.1	1130856425	GAV63777.1	3775
GAV69188.1	1130850675	GAV69188.1	3775
GAV69855.1	1130849908	GAV69855.1	3775
GAV69856.1	1130849909	GAV69856.1	3775
GAV72728.1	1130846783	GAV72728.1	3775
GAV72731.1	1130846786	GAV72731.1	3775
GAV76328.1	1130842779	GAV76328.1	3775
GAV76504.1	1130842534	GAV76504.1	3775
GAV78377.1	1130840375	GAV78377.1	3775
GAV90622.1	1130823495	GAV90622.1	3775
GAV91231.1	1130822193	GAV91231.1	3775
GAV92514.1	1130817858	GAV92514.1	3775
GAY36765.1	1315971295	NP_001306993.1	55188
GAY42758.1	1315965286	GAY42758.1	55188
GAY51362.1	1315956356	XP_006444877.1	55188
GAY51363.1	1315956357	GAY51363.1	55188
GAY53573.1	1315954222	GAY53573.1	55188
GAY55503.1	1315952251	GAY55503.1	55188
GAY55957.1	1315951813	GAY55957.1	55188
GAY55958.1	1315951814	GAY55958.1	55188
GER32649.1	1746579026	GER32649.1	4170
GER34354.1	1746577185	GER34354.1	4170
GER36420.1	1746574824	GER36420.1	4170
GER45461.1	1746563676	GER45461.1	4170
GER48661.1	1746559655	GER48661.1	4170
GER55530.1	1746548797	GER55530.1	4170
K4CWS6.1	1511375443	NP_001348274.1	4081
KAA0038702.1	1735196900	XP_008466222.1	1194695
KAA0048906.1	1735207112	XP_008437917.1	1194695
KAA0048907.1	1735207113	XP_008437921.1	1194695
KAA3455174.1	1743065569	KAA3455174.1	47621
KAA3460633.1	1743071031	KAA3460633.1	47621
KAA3475613.1	1743086015	KAA3475613.1	47621
KAA3476227.1	1743086629	KAA3476227.1	47621
KAA8516602.1	1750470624	KAA8516602.1	561372
KAA8520724.1	1750474748	KAA8520724.1	561372
KAA8520934.1	1750474959	KAA8520934.1	561372
KAA8527883.1	1750481911	KAA8527883.1	561372
KAA8527884.1	1750481912	KAA8527884.1	561372
KAA8527885.1	1750481913	KAA8527885.1	561372
KAA8527887.1	1750481915	KAA8527887.1	561372
KAA8527888.1	1750481916	KAA8527888.1	561372
KAA8527889.1	1750481917	KAA8527889.1	561372
KAA8528256.1	1750482284	KAA8528256.1	561372
KAA8528293.1	1750482321	KAA8528293.1	561372
KAA8530834.1	1750484864	KAA8530834.1	561372
KAA8530838.1	1750484868	KAA8530838.1	561372
KAA8533662.1	1750487694	KAA8533662.1	561372
KAA8533663.1	1750487695	KAA8533663.1	561372
KAA8538100.1	1750492135	KAA8538100.1	561372
KAA8538101.1	1750492136	KAA8538101.1	561372
KAA8538103.1	1750492138	KAA8538103.1	561372
KAA8538104.1	1750492139	KAA8538104.1	561372
KAA8538105.1	1750492140	KAA8538105.1	561372
KAA8538107.1	1750492142	KAA8538107.1	561372
KAA8539172.1	1750493208	KAA8539172.1	561372
KAA8539973.1	1750494009	KAA8539973.1	561372
KAA8539974.1	1750494010	KAA8539974.1	561372
KAA8546286.1	1750503621	KAA8546286.1	561372
KAA8547919.1	1750505254	KAA8547919.1	561372
KAA8548347.1	1750505683	KAA8548347.1	561372
KAA8548348.1	1750505684	KAA8548348.1	561372
KAB1204925.1	1755836331	KAB1204925.1	262757
KAB1204927.1	1755836333	KAB1204927.1	262757
KAB1213449.1	1755844859	KAB1213449.1	262757
KAB1213453.1	1755844863	KAB1213453.1	262757
KAB1213509.1	1755844919	KAB1213509.1	262757
KAB1213511.1	1755844921	KAB1213511.1	262757
KAB1213515.1	1755844925	KAB1213515.1	262757
KAB1213521.1	1755844931	KAB1213521.1	262757
KAB1215466.1	1755846877	KAB1215466.1	262757
KAB1215467.1	1755846878	KAB1215467.1	262757
KAB1219588.1	1755851000	KAB1219588.1	262757
KAB1997318.1	1758004395	PPD73123.1	3634
KAB1998964.1	1758006041	XP_016735486.1	3634
KAB2000054.1	1758007131	PPD88177.1	3634
KAB2000056.1	1758007133	XP_016736402.1	3634
KAB2021656.1	1758028759	TYG61637.1	3634
KAB2036965.1	1758044093	KAB2036965.1	3634
KAB2036966.1	1758044094	KAB2036966.1	3634
KAB2036972.1	1758044100	KAB2036972.1	3634
KAB2036974.1	1758044102	KAB2036974.1	3634
KAB2039631.1	1758046762	PPD80490.1	3634
KAB2039634.1	1758046765	TYG78013.1	3634
KAB2039635.1	1758046766	KAB2039635.1	3634
KAB2039637.1	1758046768	KAB2039637.1	3634
KAB2039639.1	1758046770	KAB2039639.1	3634
KAB2039641.1	1758046772	KAB2039641.1	3634
KAB2052407.1	1758059550	KAB2052407.1	3634
KAB2053478.1	1758060621	XP_016741692.1	3634
KAB2053479.1	1758060622	KAB2053479.1	3634
KAB2055748.1	1758062893	TYG92800.1	3634
KAB2074406.1	1758081573	PPS19806.1	3634
KAB2082962.1	1758090136	PPS02913.1	3634
KAB2092300.1	1758099484	KAB2092300.1	3634
KAB2092316.1	1758099500	KAB2092316.1	3634
KAB2595824.1	1759351818	KAB2595824.1	2448454
KAB2597421.1	1759353428	KAB2597421.1	2448454
KAB2597445.1	1759353452	KAB2597445.1	2448454
KAB2597448.1	1759353455	KAB2597448.1	2448454
KAB2605643.1	1759361875	KAB2605643.1	2448454
KAB2605674.1	1759361906	KAB2605674.1	2448454
KAB2608731.1	1759364969	KAB2608731.1	2448454
KAB2610372.1	1759366676	KAB2610372.1	2448454
KAB2617060.1	1759373450	KAB2617060.1	2448454
KAB2617061.1	1759373451	KAB2617061.1	2448454
KAB2620791.1	1759377289	KAB2620791.1	2448454
KAB2623267.1	1759379827	KAB2623267.1	2448454
KAB2623268.1	1759379828	KAB2623268.1	2448454
KAB2623270.1	1759379830	KAB2623270.1	2448454
KAB2623314.1	1759379874	KAB2623314.1	2448454
KAB2623315.1	1759379875	KAB2623315.1	2448454
KAB2623316.1	1759379876	KAB2623316.1	2448454
KAB2628912.1	1759385555	KAB2628912.1	2448454
KAB2628913.1	1759385556	KAB2628913.1	2448454
KAB2628917.1	1759385560	KAB2628917.1	2448454
KAB2628932.1	1759385575	KAB2628932.1	2448454
KAB2628933.1	1759385576	KAB2628933.1	2448454
KAB2628935.1	1759385578	KAB2628935.1	2448454
KAB2628936.1	1759385579	KAB2628936.1	2448454
KAB2628937.1	1759385580	KAB2628937.1	2448454
KAB2628938.1	1759385581	KAB2628938.1	2448454
KAB2628941.1	1759385584	KAB2628941.1	2448454
KAB2630462.1	1759387110	KAB2630462.1	2448454
KAB2632893.1	1759389565	KAB2632893.1	2448454
KAB2632894.1	1759389566	KAB2632894.1	2448454
KAB5556487.1	1764619584	KAB5556487.1	2182728
KAB5564590.1	1764627700	KAB5564590.1	2182728
KAB5568710.1	1764631825	KAB5568710.1	2182728
KAB8086212.1	1768426949	BAD15522.1	4530
KAB8088975.1	1768429712	XP_015627220.1	4530
KAB8088976.1	1768429713	BAS80989.1	4530
KAD1404140.1	1770205138	KAD1404140.1	192012
KAD2804999.1	1770210715	KAD2804999.1	192012
KAD3069084.1	1770214865	KAD3069084.1	192012
KAD4584751.1	1770233833	KAD4584751.1	192012
KAD4584752.1	1770233834	KAD4584752.1	192012
KAD7478089.1	1770258962	KAD7478089.1	192012
KAD7478092.1	1770258965	KAD7478092.1	192012
KAD7478093.1	1770258966	KAD7478093.1	192012
KAE8021794.1	1770278378	KAE8021794.1	176857
KAE8022884.1	1770279468	KAE8022884.1	176857
KAE8022885.1	1770279469	KAE8022885.1	176857
KAE8022886.1	1770279470	KAE8022886.1	176857
KAE8022889.1	1770279473	KAE8022889.1	176857
KAE8022894.1	1770279478	KAE8022894.1	176857
KAE8023168.1	1770279752	KAE8023168.1	176857
KAE8023170.1	1770279754	KAE8023170.1	176857
KAE8056013.1	1770284538	KAE8056013.1	176857
KAE8076771.1	1770287534	KAE8076771.1	176857
KAE8655897.1	1776518303	KAE8655897.1	106335
KAE8659278.1	1776521720	KAE8659278.1	106335
KAE8663774.1	1776526288	KAE8663774.1	106335
KAE8666800.1	1776529387	KAE8666800.1	106335
KAE8676873.1	1776539678	KAE8676873.1	106335
KAE8693235.1	1776556296	KAE8693235.1	106335
KAE8694069.1	1776557139	KAE8694069.1	106335
KAE8694071.1	1776557141	KAE8694071.1	106335
KAE8694072.1	1776557142	KAE8694072.1	106335
KAE8694075.1	1776557145	KAE8694075.1	106335
KAE8702986.1	1776566164	KAE8702986.1	106335
KAE8706927.1	1776570146	KAE8706927.1	106335
KAE8706962.1	1776570181	KAE8706962.1	106335
KAE8707588.1	1776570810	KAE8707588.1	106335
KAE8709427.1	1776572675	KAE8709427.1	106335
KAE8714519.1	1776577835	KAE8714519.1	106335
KAE8715411.1	1776578736	KAE8715411.1	106335
KAE8715794.1	1776579123	KAE8715794.1	106335
KAE8723825.1	1776587522	KAE8723825.1	106335
KAE8771850.1	1779361570	KAE8771850.1	4513
KAE8771853.1	1779361573	KAE8771853.1	4513
KAE8799761.1	1779389481	BAJ94810.1	4513
KCW45602.1	629078725	XP_010039943.1	71139
KCW45603.1	629078726	XP_010039944.1	71139
KCW45604.1	629078727	XP_010039945.1	71139
KCW48888.1	629082443	XP_010037222.1	71139
KCW48891.1	629082446	KCW48891.1	71139
KCW48893.1	629082448	XP_010039072.1	71139
KCW48894.1	629082449	KCW48894.1	71139
KCW56979.1	629090726	XP_010030030.1	71139
KCW59914.1	629093919	XP_010023603.1	71139
KCW59916.1	629093921	XP_010023605.1	71139
KCW59917.1	629093922	XP_010023606.1	71139
KCW59919.1	629093924	XP_010023609.1	71139
KCW59920.1	629093925	XP_018715501.1	71139
KCW62086.1	629096091	XP_010025429.2	71139
KCW62087.1	629096092	XP_010025430.1	71139
KCW62088.1	629096093	XP_010025432.1	71139
KCW62089.1	629096094	XP_018716993.1	71139
KCW62093.1	629096098	XP_010025434.1	71139
KCW62094.1	629096099	KCW62094.1	71139
KCW78150.1	629113190	KCW78150.1	71139
KCW78151.1	629113191	XP_010053797.1	71139
KCW78153.1	629113193	XP_010054859.1	71139
KCW78154.1	629113194	KCW78154.1	71139
KDO49186.1	641830087	XP_006421040.1	2711
KDO53101.1	641834099	KDO53101.1	2711
KDO53104.1	641834102	KDO53104.1	2711
KDO54612.1	641835638	KDO54612.1	2711
KDO54613.1	641835639	KDO54613.1	2711
KDO79471.1	641860782	KDO79471.1	2711
KDO83084.1	641864398	KDO83084.1	2711
KDO86415.1	641867731	XP_006491242.1	2711
KDO86416.1	641867732	XP_006491243.1	2711
KDP25320.1	643711892	XP_012086751.1	180498
KDP27230.1	643714875	XP_012084855.1	180498
KDP28511.1	643716885	XP_012083243.1	180498
KDP29705.1	643718511	XP_012081602.1	180498
KDP31325.1	643721061	XP_012080560.1	180498
KDP31327.1	643721063	KDP31327.1	180498
KDP31803.1	643721924	XP_012079549.1	180498
KDP32582.1	643722885	XP_012078445.1	180498
KDP32590.1	643722893	XP_012078454.1	180498
KDP33196.1	643723819	XP_012077758.1	180498
KDP33203.1	643723826	KDP33203.1	180498
KDP33206.1	643723829	XP_012077778.1	180498
KDP41397.1	643734727	XP_012067889.1	180498
KDP41399.1	643734729	XP_012067890.1	180498
KDP45150.1	643739383	KDP45150.1	180498
KEH17174.1	657371159	XP_013443149.1	3880
KEH18690.1	657372920	XP_013444665.1	3880
KEH18691.1	657372921	XP_013444666.1	3880
KEH28097.1	657385142	XP_013454066.1	3880
KEH28099.1	657385144	XP_003615138.1	3880
KEH35117.1	657394481	XP_013461083.1	3880
KEH35119.1	657394483	XP_013461085.1	3880
KFK25929.1	674233164	KFK25929.1	50452
KFK27484.1	674234719	KFK27484.1	50452
KFK27485.1	674234720	KFK27485.1	50452
KFK27486.1	674234721	KFK27486.1	50452
KFK30683.1	674237918	KFK30683.1	50452
KFK32756.1	674239991	KFK32756.1	50452
KFK32757.1	674239992	KFK32757.1	50452
KFK33999.1	674241234	KFK33999.1	50452
KFK40251.1	674247486	KFK40251.1	50452
KFK42529.1	674249764	KFK42529.1	50452
KGN48740.1	700193536	XP_004143462.1	3659
KGN56441.1	700201308	XP_004133820.1	3659
KGN56443.1	700201310	XP_004133821.1	3659
KGN60220.1	700205087	XP_004136284.1	3659
KHN07799.1	734334172	XP_014620757.1	3848
KHN08945.1	734339530	KHN08945.1	3848
KHN13067.1	734352273	KHN13067.1	3848
KHN18957.1	734368787	XP_003556840.1	3848
KHN24338.1	734384645	KHN24338.1	3848
KHN24339.1	734384646	XP_028200515.1	3848
KHN34757.1	734408429	KHN34757.1	3848
KHN36446.1	734412639	XP_003535222.1	3848
KHN41342.1	734421532	KHN41342.1	3848
KHN42553.1	734424201	XP_028201104.1	3848
KHN42558.1	734424206	KHN42558.1	3848
KJB09679.1	763742180	XP_012481207.1	29730
KJB28073.1	763760819	XP_012481638.1	29730
KJB28074.1	763760820	XP_012481645.1	29730
KJB28075.1	763760821	KJB28075.1	29730
KJB28076.1	763760822	XP_012481644.1	29730
KJB28077.1	763760823	KJB28077.1	29730
KJB28079.1	763760825	KJB28079.1	29730
KJB49530.1	763782459	XP_012437747.1	29730
KJB51016.1	763783945	XP_012438849.1	29730
KJB51017.1	763783946	KJB51017.1	29730
KJB51019.1	763783948	XP_012438852.1	29730
KJB59011.1	763792015	XP_012446985.1	29730
KMT08766.1	870857206	XP_010680525.1	3555
KMT15012.1	870863865	XP_010673328.1	3555
KMT19826.1	870869040	XP_010676160.1	3555
KMT19828.1	870869042	XP_010676178.1	3555
KMT19829.1	870869043	XP_010676190.1	3555
KMT19830.1	870869044	XP_010676201.1	3555
KMT20340.1	870869595	XP_010669265.1	3555
KNA04914.1	902144506	KNA04914.1	3562
KNA10118.1	902183444	KNA10118.1	3562
KNA14838.1	902204338	KNA14838.1	3562
KNA21252.1	902228745	KNA21252.1	3562
KOM25418.1	920678319	XP_017405475.1	3914
KOM26554.1	920679664	XP_017406658.1	3914
KOM26686.1	920679798	XP_017406815.1	3914
KOM26690.1	920679802	XP_017406819.1	3914
KOM26696.1	920679808	XP_017406805.1	3914
KOM29400.1	920682628	KOM29400.1	3914
KOM42349.1	920699124	XP_017420568.1	3914
KOM48202.1	920704977	XP_017429149.1	3914
KOM48227.1	920705002	XP_017429614.1	3914
KOM48230.1	920705005	KOM48230.1	3914
KOM52954.1	920711705	XP_017437329.1	3914
KQK01830.1	944066239	XP_003570607.1	15368
KQK01833.1	944066242	XP_003570610.1	15368
KRG89946.1	947040222	XP_003556840.1	3847
KRG97146.1	947047517	XP_003553781.1	3847
KRG97360.1	947047832	XP_003552552.1	3847
KRH13373.1	947064112	XP_003546715.1	3847
KRH16751.1	947067608	XP_003544213.2	3847
KRH16752.1	947067609	XP_003544213.2	3847
KRH16753.1	947067610	XP_003544799.1	3847
KRH16756.1	947067613	XP_003544800.1	3847
KRH16760.1	947067617	XP_003544801.1	3847
KRH17960.1	947069069	XP_003519003.1	3847
KRH18328.1	947069437	XP_014620757.1	3847
KRH18927.1	947070036	XP_003542333.1	3847
KRH32590.1	947083869	XP_003535222.1	3847
KRH42734.1	947094149	XP_003531212.1	3847
KRH42735.1	947094150	XP_014634355.1	3847
KRH53043.1	947104660	XP_003526577.2	3847
KRH68895.1	947120646	NP_001235053.1	3847
KVH89053.1	976900897	XP_024992826.1	59895
KVH97274.1	976910589	XP_024988961.1	59895
KVI07143.1	976922785	KVI07143.1	59895
KVI08356.1	976924379	KVI08356.1	59895
KVI08604.1	976924659	XP_024959008.1	59895
KYP33239.1	1012320507	XP_020207847.1	3821
KYP40080.1	1012328438	XP_029125050.1	3821
KYP42922.1	1012331448	KYP42922.1	3821
KYP56999.1	1012345807	KYP56999.1	3821
KYP57420.1	1012346228	XP_020228441.1	3821
KYP70994.1	1012359810	KYP70994.1	3821
KYP72575.1	1012361392	XP_020237743.1	3821
KYP72577.1	1012361394	XP_020222645.1	3821
KZM85073.1	1021027286	XP_017220858.1	79200
KZM88168.1	1021030383	XP_017216596.1	79200
KZM88169.1	1021030384	XP_017215417.1	79200
KZM88170.1	1021030385	XP_017215354.1	79200
KZM92352.1	1021034568	XP_017257597.1	79200
KZM92353.1	1021034569	XP_017257598.1	79200
KZN02916.1	1021045135	XP_017239899.1	79200
KZN04541.1	1021046761	XP_017235599.1	79200
KZN04900.1	1021047120	XP_017231420.1	79200
KZV15225.1	1023966911	KZV15225.1	472368
KZV16327.1	1023969038	KZV16327.1	472368
KZV21886.1	1023982286	KZV21886.1	472368
KZV26051.1	1023992131	KZV26051.1	472368
KZV26176.1	1023992271	KZV26176.1	472368
KZV26177.1	1023992272	KZV26177.1	472368
KZV28903.1	1023998729	KZV28903.1	472368
KZV28905.1	1023998731	KZV28905.1	472368
KZV38013.1	1024021085	KZV38013.1	472368
KZV57672.1	1024062764	KZV57672.1	472368
NP_001147693.2	1233951507	NP_001147693.2	4577
NP_001151310.1	226531464	NP_001151310.1	4577
NP_001235053.1	351725669	NP_001235053.1	3847
NP_001302991.1	937576163	NP_001302991.1	3708
NP_001306993.1	987996581	NP_001306993.1	2711
NP_001307116.1	994306780	NP_001307116.1	4081
NP_001312409.1	1027859153	NP_001312409.1	4097
NP_001312532.1	1027858455	NP_001312532.1	4097
NP_001312766.1	1027853219	NP_001312766.1	4097
NP_001312868.1	1027853464	NP_001312868.1	4097
NP_001315912.1	1040974752	NP_001315912.1	3750
NP_001316740.1	1048561490	NP_001316740.1	3914
NP_001316756.1	1048561305	NP_001316756.1	3914
NP_001322549.1	1063679209	NP_001322549.1	3702
NP_001322773.1	1063679205	NP_001322773.1	3702
NP_001348274.1	1371542492	NP_001348274.1	4081
NP_001351694.1	1418360210	NP_001351694.1	3827
NP_171646.1	15223392	NP_171646.1	3702
NP_171649.1	15223396	NP_171649.1	3702
NP_179446.2	30680413	NP_179446.2	3702
NP_179906.1	15227795	NP_179906.1	3702
NP_179907.1	15227796	NP_179907.1	3702
NP_190251.1	15232618	NP_190251.1	3702
NP_190252.1	15232619	NP_190252.1	3702
NP_190253.1	15232620	NP_190253.1	3702
NP_190254.2	79436758	NP_190254.2	3702
NP_190256.1	15232623	NP_190256.1	3702
NP_192016.1	15234056	At_72B1_S1	3702
NP_197207.1	15237899	NP_197207.1	3702
NP_198617.1	15240822	NP_198617.1	3702
NP_198620.1	15240825	NP_198620.1	3702
NP_200766.2	30697251	NP_200766.2	3702
NP_200767.1	15238467	At_76E2_S2	3702
NP_566885.1	18408251	NP_566885.1	3702
NP_849978.2	42570280	At_72D1_S6	3702
O22182.1	75277241	NP_179907.1	3702
O22183.1	75277242	NP_179906.1	3702
OAO89857.1	1032275529	NP_197207.1	3702
OAO90200.1	1032275872	OAO90200.1	3702
OAO92843.1	1032278515	At_76E2_S2	3702
OAO96097.1	1032281769	OAO96097.1	3702
OAP00532.1	1032286204	OAP00532.1	3702
OAP03816.1	1032289489	OAP03816.1	3702
OAP04224.1	1032289897	OAP04224.1	3702
OAP04318.1	1032289991	OAP04318.1	3702
OAP05192.1	1032290865	NP_190251.1	3702
OAP05876.1	1032291549	OAP05876.1	3702
OAP08030.1	1032293704	OAP08030.1	3702
OAP08290.1	1032293964	OAP08290.1	3702
OAP09801.1	1032295475	OAP09801.1	3702
OAP11221.1	1032296895	OAP11221.1	3702
OAP11532.1	1032297206	OAP11532.1	3702
OAP14484.1	1032300159	NP_171646.1	3702
OAP17404.1	1032303079	OAP17404.1	3702
OAY28839.1	1035899238	XP_021593604.1	3983
OAY31113.1	1035901513	XP_021633950.1	3983
OAY33403.1	1035903804	XP_021633642.1	3983
OAY35809.1	1035906211	XP_021630829.1	3983
OAY35818.1	1035906220	XP_021629846.1	3983
OAY45119.1	1035915527	XP_021617385.1	3983
OAY45122.1	1035915530	XP_021617385.1	3983
OAY47538.1	1035917947	XP_021616965.1	3983
OAY47539.1	1035917948	XP_021615470.1	3983
OAY47540.1	1035917949	XP_021614987.1	3983
OAY47541.1	1035917950	XP_021614988.1	3983
OAY47542.1	1035917951	XP_021614988.1	3983
OAY49044.1	1035919454	XP_021612299.1	3983
OAY51252.1	1035921662	XP_021611490.1	3983
OAY52616.1	1035923027	XP_021609453.1	3983
OAY58117.1	1035928530	XP_021605632.1	3983
OAY59640.1	1035930054	XP_021630615.1	3983
OAY60594.1	1035931008	XP_021619034.1	3983
OAY62183.1	1035932597	XP_021612048.1	3983
OAY72348.1	1035948616	OAY72348.1	4615
OAY72350.1	1035948618	OAY72350.1	4615
OAY72603.1	1035948973	OAY72603.1	4615
OAY74261.1	1035951593	OAY74261.1	4615
OAY78282.1	1035956731	XP_020103998.1	4615
OAY78283.1	1035956732	XP_020104008.1	4615
OEL21584.1	1070935544	OEL21584.1	888268
OEL23059.1	1070940975	OEL23059.1	888268
OEL28004.1	1070958830	OEL28004.1	888268
OEL28772.1	1070961587	OEL28772.1	888268
OEL31756.1	1070970939	OEL31756.1	888268
OEL35982.1	1070987440	OEL35982.1	888268
OIS96295.1	1102139881	XP_019239435.1	49451
OIS96301.1	1102139887	XP_019257343.1	49451
OIS98237.1	1102141836	XP_019255199.1	49451
OIS99984.1	1102143632	XP_019249246.1	49451
OIT00240.1	1102143887	XP_019249532.1	49451
OIT04624.1	1102148334	XP_019244683.1	49451
OIT21022.1	1102270061	XP_019239435.1	49451
OIT21488.1	1102270895	XP_019238796.1	49451
OIT27039.1	1102278588	XP_019233977.1	49451
OIT27462.1	1102279166	XP_019233305.1	49451
OIT28298.1	1102280298	XP_019232058.1	49451
OIT29409.1	1102281724	XP_019230479.1	49451
OIT29622.1	1102281990	XP_019230160.1	49451
OIT29624.1	1102281992	XP_019230161.1	49451
OIT32502.1	1102285562	XP_019225688.1	49451
OIT32503.1	1102285563	XP_019225689.1	49451
OIT33231.1	1102286421	XP_019224613.1	49451
OIT33966.1	1102287285	XP_019223577.1	49451
OIT38231.1	1102292115	OIT38231.1	49451
OIV90350.1	1102690720	XP_019428832.1	3871
OIV96631.1	1102697172	XP_019416586.1	3871
OIV97469.1	1102698048	XP_019415874.1	3871
OIW02320.1	1102703292	XP_019459062.1	3871
OIW04631.1	1102705651	XP_019455725.1	3871
OIW10048.1	1102711266	XP_019446273.1	3871
OIW13577.1	1102714900	XP_019440430.1	3871
OIW16599.1	1102717993	XP_019430945.1	3871
OIW20262.1	1102721764	XP_019430687.1	3871
OIW20264.1	1102721766	XP_019430688.1	3871
OIW21362.1	1102722877	XP_019432845.1	3871
OMO51802.1	1137172666	OMO51802.1	210143
OMO55934.1	1137179169	OMO55934.1	210143
OMO55935.1	1137179170	OMO55935.1	210143
OMO55936.1	1137179171	OMO55936.1	210143
OMO55937.1	1137179172	OMO55937.1	210143
OMO64333.1	1137191139	OMO64333.1	210143
OMP02576.1	1137242361	OMP02576.1	93759
ONH89463.1	1139753560	XP_007221237.1	3760
ONH90607.1	1139755150	XP_007199429.1	3760
ONI02306.1	1139767543	XP_020420894.1	3760
ONI02307.1	1139767544	XP_020421825.1	3760
ONI02309.1	1139767546	XP_007208223.1	3760
ONI02311.1	1139767548	XP_007207648.1	3760
ONI02314.1	1139767551	XP_007207189.1	3760
ONI03010.1	1139768247	XP_007206586.1	3760
ONI07379.1	1139772907	XP_007210088.2	3760
ONI07380.1	1139772908	XP_007208773.1	3760
ONI19054.1	1139785227	XP_007216885.1	3760
ONI19055.1	1139785228	XP_007216366.1	3760
ONI23368.1	1139789941	XP_007219620.1	3760
ONI23369.1	1139789942	XP_020413344.1	3760
ONI28921.1	1139796303	XP_007221281.1	3760
ONI28922.1	1139796304	XP_007221319.1	3760
ONI28923.1	1139796305	XP_007221288.1	3760
ONI30679.1	1139798061	XP_020418903.1	3760
ONI35164.1	1139802546	XP_007222427.1	3760
ONI35165.1	1139802547	XP_007227474.1	3760
ONI35166.1	1139802548	XP_007225655.1	3760
ONI35167.1	1139802549	XP_007224375.1	3760
ONI35168.1	1139802550	XP_007222664.1	3760
ONI35169.1	1139802551	XP_007222658.1	3760
ONI35170.1	1139802552	XP_007224069.1	3760
ONI35171.1	1139802553	XP_007222804.1	3760
ONI35172.1	1139802554	ONI35172.1	3760
ONI35173.1	1139802555	ONI35173.1	3760
ONI35174.1	1139802556	XP_007227225.1	3760
ONK60671.1	1141979447	XP_020244451.1	4686
OQU84527.1	1174557551	OQU84527.1	4558
OTF87452.1	1191635309	XP_022023139.1	4232
OTF87454.1	1191635311	XP_022020628.1	4232
OTF87455.1	1191635312	OTF87455.1	4232
OTF87456.1	1191635313	XP_022025130.1	4232
OTF94407.1	1191642433	XP_022011198.1	4232
OTF97543.1	1191645570	XP_022009199.1	4232
OTF97565.1	1191645592	XP_022009222.1	4232
OTF97625.1	1191645652	XP_022009259.1	4232
OTG09656.1	1191657686	OTG09656.1	4232
OTG22338.1	1191670372	XP_021969657.1	4232
OTG25617.1	1191673652	XP_022038601.1	4232
OTG29316.1	1191677352	XP_022035740.1	4232
OTG29317.1	1191677353	XP_022035741.1	4232
OUZ99623.1	1201296583	OUZ99623.1	56857
OVA00784.1	1201297848	OVA00784.1	56857
OVA00841.1	1201297906	OVA00841.1	56857
OVA00842.1	1201297907	OVA00842.1	56857
OVA01929.1	1201299245	OVA01929.1	56857
OVA02986.1	1201300400	OVA02986.1	56857
OVA12988.1	1201313028	OVA12988.1	56857
OVA16939.1	1201317834	OVA16939.1	56857
OVA18812.1	1201319750	OVA18812.1	56857
OVA18916.1	1201319919	OVA18916.1	56857
OWM65641.1	1208504255	XP_031385836.1	22663
OWM68669.1	1208508673	XP_031374946.1	22663
OWM76729.1	1208521023	OWM76729.1	22663
OWM76731.1	1208521025	OWM76731.1	22663
OWM76732.1	1208521026	OWM76731.1	22663
OWM76735.1	1208521029	OWM76731.1	22663
OWM79602.1	1208525180	XP_031390683.1	22663
OWM79962.1	1208525695	OWM79962.1	22663
OWM79963.1	1208525696	XP_031394208.1	22663
OWM79965.1	1208525698	XP_031394205.1	22663
OWM79967.1	1208525700	XP_031390305.1	22663
OWM79968.1	1208525701	XP_031390395.1	22663
OWM79969.1	1208525702	XP_031390332.1	22663
OWM84235.1	1208531373	XP_031379406.1	22663
OWM85534.1	1208533772	OWM85534.1	22663
OWM87743.1	1208536983	OWM87743.1	22663
PAN04429.1	1238281796	XP_025792598.1	206008
PAN08313.1	1238285680	XP_025808321.1	206008
PAN08314.1	1238285681	XP_025798859.1	206008
PAN23941.1	1238301308	XP_025812888.1	206008
PHU05597.1	1271186390	PHU05597.1	80379
PHU20384.1	1271205183	PHU20384.1	80379
PIA35640.1	1273153899	PIA35640.1	218851
PIA35648.1	1273153907	PIA35648.1	218851
PIA35955.1	1273154215	PIA35955.1	218851
PIA35958.1	1273154218	PIA35958.1	218851
PIA49078.1	1273167359	PIA49078.1	218851
PIA49079.1	1273167360	PIA49079.1	218851
PIA49081.1	1273167362	PIA49081.1	218851
PIA50732.1	1273169014	PIA50732.1	218851
PIA52099.1	1273170383	PIA52099.1	218851
PIA52100.1	1273170384	PIA52100.1	218851
PIA62959.1	1273181251	PIA62959.1	218851
PIM97598.1	1276232830	PIM97598.1	429701
PIM97692.1	1276233081	PIM97692.1	429701
PIM99761.1	1276237023	PIM99761.1	429701
PIN00342.1	1276237955	PIN00342.1	429701
PIN04736.1	1276244350	PIN04736.1	429701
PIN05078.1	1276244817	PIN05078.1	429701
PIN09929.1	1276251188	PIN09929.1	429701
PIN09941.1	1276251201	PIN09941.1	429701
PIN10563.1	1276252011	PIN10563.1	429701
PIN10984.1	1276252563	PIN10984.1	429701
PIN13879.1	1276256125	PIN13879.1	429701
PIN13880.1	1276256126	PIN13880.1	429701
PIN26543.1	1276271105	PIN26543.1	429701
PIN26572.1	1276271137	PIN26572.1	429701
PKI54238.1	1305240146	PKI54238.1	22663
PKI54239.1	1305240147	PKI54239.1	22663
